event_date,gazeteer_distance,latitude,longitude
04/06/2010 12:00:00 AM,7.4184399999999995,-22.962,-43.1737
04/06/2010 12:00:00 AM,7.2432,-22.9619,-43.1773
04/06/2010 12:00:00 AM,6.26133,-22.9593,-43.206
04/06/2010 12:00:00 AM,6.14155,-22.9577,-43.1992
04/06/2010 12:00:00 AM,5.85003,-22.9553,-43.2014
04/06/2010 12:00:00 AM,7.958489999999999,-22.9529,-43.2631
04/06/2010 12:00:00 AM,6.06366,-22.9509,-43.2357
04/06/2010 12:00:00 AM,5.15348,-22.9493,-43.2063
04/06/2010 12:00:00 AM,4.82833,-22.9463,-43.2103
04/06/2010 12:00:00 AM,4.85698,-22.9458,-43.2167
04/06/2010 12:00:00 AM,12.6705,-22.945,-43.3223
12/31/2009 12:00:00 AM,15.45144,-22.9428,-43.3581
04/06/2010 12:00:00 AM,4.94603,-22.9428,-43.1861
04/06/2010 12:00:00 AM,6.06545,-22.9417,-43.2491
04/06/2010 12:00:00 AM,4.32828,-22.9399,-43.1943
04/06/2010 12:00:00 AM,4.08889,-22.9397,-43.2076
04/06/2010 12:00:00 AM,5.2411,-22.9376,-43.2421
04/06/2010 12:00:00 AM,2.68607,-22.936999999999998,-42.4916
04/06/2010 12:00:00 AM,4.64404,-22.9363,-43.2347
04/06/2010 12:00:00 AM,9.30607,-22.9337,-43.031000000000006
04/06/2010 12:00:00 AM,5.7493300000000005,-22.9337,-43.1172
04/06/2010 12:00:00 AM,3.87905,-22.9312,-43.1854
04/06/2010 12:00:00 AM,3.14756,-22.9312,-43.2075
04/06/2010 12:00:00 AM,3.51692,-22.9259,-43.184
04/06/2010 12:00:00 AM,8.37835,-22.9255,-43.2854
04/06/2010 12:00:00 AM,11.27178,-22.9251,-43.3147
04/06/2010 12:00:00 AM,2.56934,-22.9247,-43.1993
04/06/2010 12:00:00 AM,4.58816,-22.923000000000002,-43.0907
04/06/2010 12:00:00 AM,10.317680000000001,-22.9229,-43.3057
04/06/2010 12:00:00 AM,8.520560000000001,-22.9223,-43.032
04/06/2010 12:00:00 AM,4.51694,-22.9214,-43.0878
04/06/2010 12:00:00 AM,5.0858,-22.9196,-43.0732
04/06/2010 12:00:00 AM,6.58458,-22.9188,-43.0521
